сообщница	هم دست	saobshchnitsa
несчастье	تصادف	neschastye
происшествие	تصادف	praisshestviye
нечаянный	عرضی؛ تصادفی	nechayannyy
случайно	تصادفی	sluchayna
нечаянно	تصادفی	nechayanna
аккламация	احسنت	akklamatsiya
приспособить	جا دادن	prispasobit
разместить	جا دادن	razmestit
сопровождение	دم گیری	sapravazhdeniye
аккомпанемент	دم گیری	akkampanement
сопровождать	توام کردن؛ بدرقه کردن	sapravazhdat
провожать	توام کردن؛ بدرقه کردن	pravazhat
участник	دستیار؛ همداستان	uchastnik
выполнять	انجام دادن	vypalnyat
выполнить	انجام دادن	vypalnit
выполнение	دستاورد	vypalneniye
осуществление	دستاورد	asushchestvleniye
согласие	طیب خاطر	saglasiye
созвучие	طیب خاطر	sazvuchiye
соответствие	مطابقت	saatvetstviye
соответственно	بر این اساس	saatvetstvenna
согласно	طبق، بر اساس	saglasna
счёт	حساب؛ گزارش	schyot
отчёт	حساب؛ گزارش	atchyot
подотчётность	مسئولیت‌پذیری	padatchyotnast
отчётный	مسئول	atchyotnyy
подотчётные	مسئول	padatchyotnyye
бухгалтер	حسابدار	bukhgalter
счетовод	حسابدار	schetavod
счетоводство	محاسبه؛ حسابداری	schetavodstva
счетоводный	محاسبه؛ حسابداری	schetavodnyy
прирасти	منتج گردیدن	prirasti
начислять	منتج گردیدن	nachislyat
набрать	انباشت کردن	nabrat
нарастать	انباشت کردن	narastat
скопление	انباشت	skapleniye
накопление	انباشت	nakapleniye
точность	دقت	tochnast
чёткость	دقت	chyotkast
точный	دقیق؛ راستین	tochnyy
чёткий	دقیق؛ راستین	chyotkiy
чётко	با دقت	chyotka
обвинение	اتهام	abvineniye
обличение	اتهام	ablicheniye
обвинить	متهم کردن؛ تهمت زدن	abvinit
винить	متهم کردن؛ تهمت زدن	vinit
обвиняемый	متهم	obvinyayemyy
приучить	عادی کردن؛ خو دادن	priuchit
приучать	عادی کردن؛ خو دادن	priuchat
ас	کلمات میید	as
туз	کلمات میید	tuz
добиться	دست یافتن	dabitsya
достигнуть	دست یافتن	dastignut
достижение	کار بزرگ	dastizheniye
свершение	کار بزرگ	sversheniye
кислота	اسید؛ اسیدی	kislata
кислый	اسید؛ اسیدی	kislyy
допустить	اقرار کردن	dapustit
допускать	اقرار کردن	dapuskat
признание	اقرار؛ شهادت نامه	priznaniye
подтверждение	اقرار؛ شهادت نامه	podtverzhdeniye
вершина	نقطه کمال	vershina
апогей	نقطه کمال	apagey
угри	جوش؛ غرور جوانی	ugri
акне	جوش؛ غرور جوانی	akne
знакомство	معرفت؛ آشنا	znakomstva
знакомец	معرفت؛ آشنا	znakomets
знакомый	بلد؛ شناسا	znakomyy
соглашаться	تن در دادن	soglashatsya
завести	اندوختن	zavesti
приобрести	اندوختن	priabresti
приобретение	اکتساب	priabreteniye
комплектование	اکتساب	kamplektavaniye
оправдание	تبرئه؛ برائت ذمه	apravdaniye
акр	جریب	akr
едкий	تند؛ گس	yedkiy
через	از عرض، سراسر	cherez
поперёк	از عرض، سراسر	paperyok
закон	عمل کردن، نقش بازی کردن	zakon
действие	عمل کردن، نقش بازی کردن	deystviye
акция	عمل، اقدام	aktsiya
активировать	فعال کردن	aktiviravat
активация	فعال‌سازی	aktivatsiya
активизация	فعال‌سازی	aktivizatsiya
активный	فعال	aktivnyy
оперативный	فعال	aperativnyy
активно	فعالانه	aktivna
активист	کنشگر	aktivist
активистка	کنشگر	aktivistka
деятельность	فعالیت	deyatelnast
артист	بازیگر (مرد)	artist
актёр	بازیگر (مرد)	aktyor
актриса	بازیگر (زن)	aktrisa
артистка	بازیگر (زن)	artistka
действительный	حالی	deystvitelnyy
фактический	حالی	fakticheskiy
действительно	در واقع	deystvitelna
неужели	در واقع	neuzheli
акупунктура	سوزن درمانی؛ طب سوزنی	akupunktura
иглотерапия	سوزن درمانی؛ طب سوزنی	iglaterapiya
проницательный	حاد	pranitsatelnyy
обострённый	حاد	abastryonnyy
остро	بحدت	ostro
острота	ذکاوت	astrata
заострённость	ذکاوت	zaastryonnast
объявление	بلد؛ ضال	abyavleniye
непреклонный	یکدنده	nepreklonnyy
приспосабливаться	تطبیق دادن	prispasablivatsya
приспособление	انطباق	prispasableniye
адаптация	انطباق	adaptatsiya
добавить	اضافه کردن	dabavit
подписать	اضافه کردن	padpisat
гадюка	افزیشگر؛ مار جعفری	gadyuka
подсаживать	معتاد؛ افیونی	padsazhivat
зависимость	اعتیاد	zavisimast
привыкание	اعتیاد	privykaniye
дополнение	جمع؛ علاوه	dapalneniye
добавление	جمع؛ علاوه	dabavleniye
дополнительный	اضافی	dapalnitelnyy
прибавочный	اضافی	pribavachnyy
подваривать	علاوه بر این	padvarivat
речь	آدرس	rech
адрес	آدرس	adres
сведущий	مرد زبردست	svedushchiy
адекватный	کافی	adekvatnyy
достаточно	به اندازه کافی	dostatochno
адекватно	به اندازه کافی	adekvatno
придерживаться	پایبند بودن	priderzhivatsya
прилипнуть	پایبند بودن	prilipnut
присоединение	تبعیت؛ ملازمت	prisayedineniye
приверженность	تبعیت؛ ملازمت	priverzhennast
сцепление	دوسیدگی؛ کشش سطحی	stsepleniye
прилипчивый	چسبناک؛ چسبنده	prilipchivyy
соседствовать	مجاور	sasedstvavat
соседний	مجاور	sasedniy
прилагательный	صفت	prilagatelnyy
смежный	مجاور	smezhnyy
прилегающий	مجاور	prilegayushchiy
придаток	صفت فرعی	pridatak
настроить	تنظیم کردن	nastroit
наладить	تنظیم کردن	naladit
настройка	تنظیم	nastroyka
регулирование	تنظیم	reguliravaniye
адъютант	آجودان	adyutant
прописывать	اداره کردن	propisyvat
прописать	اداره کردن	propisat
правительство	مدیریت؛ دولت	pravitelstva
управление	مدیریت؛ دولت	upravleniye
административный	اداری	administrativnyy
управленческий	اداری	upravlencheskiy
администратор	مدیر	administratar
попечитель	مدیر	papechitel
восхитительный	هژیر؛ پسندیده	voskhititelnyy
адмирал	دریاسالار؛ دریابیگی	admiral
адмиралтейство	دریاسالاری	admiralteystvo
восхищение	پسند؛ تحسین	vaskhishcheniye
преклонение	پسند؛ تحسین	preklaneniye
любоваться	پسندیدن؛ تحسین کردن	lyubavatsya
восхищаться	پسندیدن؛ تحسین کردن	vaskhishchatsya
кавалер	ستینده؛ تحسینکننده	kavaler
поклонник	ستینده؛ تحسینکننده	paklonnik
приём	پذیرش	priyom
признанный	پذیرفته	priznannyy
допущенный	پذیرفته	dopushchennyy
по общему признанию	معترفا	po obshchemu priznaniyu
увещевать	پند دادن	uveshchevat
предостерегающий	عبرتانگیز	predosteregayushchiy
отрочество	بلوغ	otrachestva
отрок	نوجوان	otrak
отроческий	نوجوان	otracheskiy
применять	اتخاذ کردن؛ فرا گرفتن	primenyat
усвоить	اتخاذ کردن؛ فرا گرفتن	usvoit
проведение	فرزندخواندگی	pravedeniye
обожание	پرستش؛ عشق ورزی	abazhaniye
молиться	پرستیدن	malitsya
обожать	پرستیدن	abazhat
убирать	آراستن؛ پیراستن	ubirat
украсить	آراستن؛ پیراستن	ukrasit
украшение	آریش دهنده	ukrasheniye
по течению	غوطه ورروی آب مج	po techeniyu
ловкий	زبر دست	lovkiy
проворный	زبر دست	pravornyy
взрослый	بزرگسال	vzroslyy
совершеннолетний	بزرگسال	savershennaletniy
продвижение	پیشروی؛ راقی	pradvizheniye
аванс	پیشروی؛ راقی	avans
выдвижение	پیشروی؛ ترفیع	vydvizheniye
плюс	مزیت	plyus
преимущество	مزیت	preimushchestva
выгодный	نافع؛ باصرفه	vygadnyy
выигрышный	نافع؛ باصرفه	vyigryshnyy
приход	ظهور	prikhod
пришествие	ظهور	prishestviye
приключение	ماجراجویی	priklyucheniye
похождение	ماجراجویی	pakhazhdeniye
авантюрист	ماجراجو؛ حادثه جو	avantyurist
авантюрный	ماجراجو؛ پرماجرا	avantyurnyy
противник	هم آورد؛ هم نبرد	prativnik
супостат	هم آورد؛ هم نبرد	supastat
неблагоприятный	نامطلوب	neblagopriyatnyy
враждебный	نامطلوب	vrazhdebnyy
невзгода	نکبت؛ ضرا	nevzgoda
рекламировать	تبلیغ کردن	reklamiravat
разрекламировать	تبلیغ کردن	razreklamiravat
реклама	آگهی	reklama
совет	نصیحت، مشاوره	savet
рекомендация	نصیحت، مشاوره	rekamendatsiya
целесообразный	مقتضی؛ مصلحتآمیز	tselesaabraznyy
посоветовать	اعلامیه؛ تجویز	pasavetavat
советовать	اعلامیه؛ تجویز	savetavat
советник	رهنمون؛ ناصح	savetnik
советчик	رهنمون؛ ناصح	savetchik
консультативный	مشورتی؛ نصیحتی	kansultativnyy
проповедь	طرفداری	propaved
адвокат	حمایت کردن، حامی	advakat
сторонник	حمایت کردن، حامی	staronnik
антенна	هویی	antenna
воздушный	هویی	vazdushnyy
эстетический	زیبایی شناختی	esteticheskiy
приветливый	خوش خلق؛ خوش برخورد	privetlivyy
стычка	امر؛ مصلحت	stychka
поразить	تأثیر گذاشتن	parazit
трогать	تأثیر گذاشتن	trogat
аффектация	تصنع	affektatsiya
деланность	تصنع	delannast
поражение	محبت	parazheniye
привязанность	محبت	privyazannast
тёплый	مهربان؛ عاطف	tyoplyy
нежный	مهربان؛ عاطف	nezhnyy
утвердить	آشکارا گفتن؛ بحق دانستن	utverdit
утверждение	یجاب	utverzhdeniye
утвердительный	مبت؛ تصدیقآمیز	utverditelnyy
поражённый	مستمند؛ رنجه	parazhyonnyy
страдающий	مستمند؛ رنجه	stradayushchiy
мытарство	مصیبت؛ مشقت	mytarstva
потянуть	استطاعت داشتن؛ از عهده برآمدن	patyanut
афронт	روبرو دشنام دادن	afront
афганец	افغان	afganets
афганка	افغان	afganka
охваченный пламенем	مشتعل	okhvachennyy plamenem
на плаву	در حرکت	na plavu
вышеупомянутый	مذکور	vysheupamyanutyy
вышеуказанный	مذکور	vysheukazannyy
бояться	ترسیده	boyatsya
боящийся бояться	ترسیده	boyashchiysya boyatsya
африка	افریقا؛ آفریقا	afrika
африканец	آفریقیی؛ افریقیی	afrikanets
африканка	آفریقیی؛ افریقیی	afrikanka
кормовой	بعد از	karmavoy
после	بعد از	posle
заря	پس تاب؛ پس فروزش	zarya
загробная жизнь	عقبی؛ آخرت	zagrobnaya zhizn
жизнь после смерти	عقبی؛ آخرت	zhizn posle smerti
отава	پیامد	atava
день	بعدازظهر	den
потом	سپس؛ بعدا	patom
перекладывать	دوباره	perekladyvat
снова	دوباره	snova
против	علیه	protiv
агат	عقیق	agat
агатовый	عقیق	agatavyy
век	سن	vek
возраст	سن	vozrast
орган	بنگاه؛ وکالت	organ
агентство	بنگاه؛ وکالت	agentstva
повестка	برنامه عملیات	pavestka
агент	مامور؛ عامل	agent
комиссионер	مامور؛ عامل	kamissianer
усиление	تشدید	usileniye
обострение	تشدید	abastreniye
агрегат	متراکم ساختن؛ جمع شده	agregat
заполнитель	متراکم ساختن؛ جمع شده	zapalnitel
нападение	پرخاشگری	napadeniye
агрессия	پرخاشگری	agressiya
агрессивный	پرتکاپو؛ تجاوزی	agressivnyy
вызывающий	پرتکاپو؛ تجاوزی	vyzyvayushchiy
агрессор	متجاوز؛ مهاجم	agressar
захватчик	متجاوز؛ مهاجم	zakhvatchik
ошеломлённый	وحشت زده	ashelamlyonnyy
подвижной	سریعالانتقال	padvizhnoy
проворство	سبکبالی	pravorstva
поворотливость	سبکبالی	pavarotlivast
взволнованный	آشفته؛ متلاطم	vzvalnovannyy
взбаламученный	آشفته؛ متلاطم	vzbalamuchennyy
волнение	تلاطم؛ آشفتگی	valneniye
беспокойство	تلاطم؛ آشفتگی	bespakoystva
агитатор	آشوبگر	agitator
подстрекатель	آشوبگر	podstrekatel
назад	پیش از این	nazad
мучительный	سوزناک؛ رنجآور	muchitelnyy
томительный	سوزناک؛ رنجآور	tamitelnyy
терзание	رنج؛ سکرات مرگ	terzaniye
согласиться	موافق بودن	saglasitsya
договориться	موافق بودن	dagavaritsya
приятный	سازگار؛ دلجو	priyatnyy
согласный	سازگار؛ دلجو	saglasnyy
условие	قرار؛ توافق	usloviye
союз	قرار؛ توافق	sayuz
сельскохозяйственный	کشاورزی	selskakhazyaystvennyy
земледельческий	کشاورزی	zemledelcheskiy
земледелие	کشاورزی	zemledeliye
агрокультура	کشاورزی	agrakultura
озноб	تب و لرز	oznob
лихорадка	تب و لرز	likhoradka
а	آه	a
предстоящий	جلو؛ روبجلو	predstayashchiy
вперёд	جلو؛ روبجلو	vperyod
помощь	یار؛ مدد	pomashch
выручка	یار؛ مدد	vyruchka
спид	ایدز	spid
хворый	ضعیفالبنیه	khvoryy
цель	نشان؛ کام	tsel
установка	نشان؛ کام	ustanovka
бесцельный	بی هدف؛ بی مقصد	bestselnyy
беспредметный	بی هدف؛ بی مقصد	bespredmetnyy
воздух	هوا	vozdukh
ария	هوا	ariya
самолёт	طیاره؛ هواپیمیی	samalyot
авиация	طیاره؛ هواپیمیی	aviatsiya
авиакомпания	خط هواپیمایی	aviakampaniya
авиалиния	خط هواپیمایی	avialiniya
аэроплан	هواپیما؛ طیاره	aeraplan
аэропорт	فرودگاه	aeraport
проход	راه رو	prakhod
Алабама	آلاباما	alabama
язык алабама	آلاباما	yazyk alabama
тревога	آژیر؛ اعلان خطر	trevoga
увы	افسوس؛ وه	uvy
Олбани	آلبانی	olbani
хотя	اگرچه	khotya
альбом	آلبوم	albom
альбумин	آلبومین	albumin
спирт	الکل	spirt
алкоголь	الکل	alkagol
алкоголик	الکلی؛ شرابخور	alkagolik
спиртной	الکلی؛ شرابخور	spirtnoy
алкоголизм	اعتیاد به الکل	alkagalizm
ольха	توسه؛ توسکا	alkha
оповещение	هشدار دادن، هوشیار	apaveshcheniye
настороженность	هشیاری؛ بیداری	nastarozhennast
бойкость	هشیاری؛ بیداری	boykast
алгебра	جبر؛ جبر و مقابله	algebra
пришелец	بیگانه	prishelets
чужак	بیگانه	chuzhak
выровнять	همسو کردن	vyravnyat
выравнивать	همسو کردن	vyravnivat
группировка	همسویی	gruppirovka
створ	همسویی	stvor
похожий	مشابه	pakhozhiy
равно	مشابه	ravno
пищевой	رزقی	pishchevoy
питательный	رزقی	pitatelnyy
алименты	خرجی؛ نفقه	alimenty
живой	زنده	zhivoy
живьём	زنده	zhivyom
весь	همه	ves
всё	همه	vsyo
утверждать	ادعا کردن	utverzhdat
сослаться	ادعا کردن	saslatsya
якобы	ظاهراً	yakoby
будто бы	ظاهراً	budto by
аллегория	مجاز؛ کنیه	allegoriya
иносказание	مجاز؛ کنیه	inaskazaniye
аллегро	نشاط انگیز	allegro
облегчение	تسکین	oblegcheniye
смягчение	تسکین	smyagcheniye
переулок	کوچه؛ خیابان کوچک	pereulak
закоулок	کوچه؛ خیابان کوچک	zakaulak
родство	اتحاد	radstvo
уделять	اختصاص دادن	udelyat
ассигновать	اختصاص دادن	assignavat
ассигнование	تخصیص	assignavaniye
позволить	اجازه دادن	pazvolit
позволять	اجازه دادن	pazvalyat
дача	سهمیه، کمک هزینه	dacha
пособие	سهمیه، کمک هزینه	pasobiye
добро	بسیار خوب، همه چیز درست	dabro
ничего	بسیار خوب، همه چیز درست	nichego
кивнуть	اشارهکردن؛ تلمیح کردن	kivnut
кивать	اشارهکردن؛ تلمیح کردن	kivat
намёк	اشاره؛ کنیه	namyok
упоминание	اشاره؛ کنیه	upaminaniye
аллювиальный	آبرفتی	allyuvialnyy
намывной	آبرفتی	namyvnoy
союзник	متحد	sayuznik
союзница	متحد	sayuznitsa
альманах	سالنما	almanakh
миндалина	بادام؛ آلموند	mindalina
почти	تقریباً	pachti
практически	تقریباً	prakticheski
милостыня	زکات؛ ذکات	milastynya
подаяние	زکات؛ ذکات	padayaniye
ввысь	در نوک؛ در فوق	vvys
одиночка	تنها	adinochka
по	در امتداد	po
вдоль	در امتداد	vdol
рядышком	در کنار	ryadyshkam
наряду	در کنار	naryadu
отрешённый	کناره گیر	atreshyonnyy
поодаль	کناره گیر	paodal
альфа	ستاره اول	alfa
уже	قبلا	uzhe
хорошо	صحیح است	khorosho
в порядке	صحیح است	v poryadke
тоже	همچنین	tozhe
также	همچنین	takzhe
престол	مبح؛ محراب	prestol
алтарь	مبح؛ محراب	altar
алтари	مذابح	altari
изменить	دگرگون کردن؛ دگرگون شدن	izmenit
изменять	دگرگون کردن؛ دگرگون شدن	izmenyat
изменение	دگرش	izmeneniye
переделка	دگرش	peredelka
пререкание	مجادله	prerekaniye
препирательство	مجادله	prepiratelstva
перемежаться	متناوب کردن؛ تناوب کردن	peremezhatsya
чередоваться	متناوب کردن؛ تناوب کردن	cheredavatsya
вперемежку	غبا	vperemezhku
попеременно	غبا	paperemenna
чередование	تناوب؛ یک درمیانی	cheredavaniye
альтернация	تناوب؛ یک درمیانی	alternatsiya
выбор	جایگزین	vybar
альтернатива	جایگزین	alternativa
альтернативно	بنوبت؛ متناوبا	alternativno
поочерёдно	بنوبت؛ متناوبا	paacheryodna
итого	کلاً	itago
квасцы	زاغ؛ زاج	kvastsy
алюминий	آلومینیوم	alyuminiy
всегда	همیشه	vsegda
амальгама	ملقمه	amalgama
накопить	توده کردن	nakapit
накоплять	توده کردن	nakaplyat
любитель	آماتور	lyubitel
дилетант	آماتور	diletant
удивлённый	متعجب؛ متحیر	udivlyonnyy
изумлённый	متعجب؛ متحیر	izumlyonnyy
удивление	حیرت؛ بهت	udivleniye
изумление	حیرت؛ بهت	izumleniye
изумительный	شگفت‌انگیز	izumitelnyy
потрясающий	شگفت‌انگیز	patryasayushchiy
посол	سفیر	pasol
янтарь	شاهبوی؛ کهربا	yantar
янтарный	شاهبوی؛ کهربا	yantarnyy
двусмысленность	ابهام	dvusmyslennast
двусмыслица	ابهام	dvusmyslitsa
двусмысленный	مبهم	dvusmyslennyy
амбиция	جاه طلبی	ambitsiya
честолюбие	جاه طلبی	chestalyubiye
честолюбивый	نامجو؛ بلند همت	chestalyubivyy
амбициозный	نامجو؛ بلند همت	ambitsioznyy
неотложка	آمبولانس	neatlozhka
скорая	آمبولانس	skoraya
засада	کمین؛ کمینگاه	zasada
аминь	آمین	amin
улучшить	اصلاح کردن	uluchshit
улучшать	اصلاح کردن	uluchshat
поправка	اصلاحیه	papravka
исправление	اصلاحیه	ispravleniye
америка	آمریکا	amerika
американец	آمریکایی	amerikanets
американский	آمریکایی	amerikanskiy
аметист	در بنفش؛ در کوهی بنفش	ametist
аметистовый	در بنفش؛ در کوهی بنفش	ametistavyy
средь	در میان	sred
среди	در لابلی	sredi
аммиак	آمونیاک	ammiak
амнистия	عفو؛ عفو عمومی کردن	amnistiya
амнистировать	عفو؛ عفو عمومی کردن	amnistiravat
влюблённый	عاشقانه	vlyublyonnyy
любовный	عاشقانه	lyubovnyy
количество	مقدار	kalichestva
дойти	مقدار	dayti
отнять	قطع اندام کردن	atnyat
ампутировать	قطع اندام کردن	amputiravat
развлекать	سرگرم کردن؛ تفریح دادن	razvlekat
веселить	سرگرم کردن؛ تفریح دادن	veselit
удовольствие	تفریح؛ لهو	udavolstviye
развлечение	تفریح؛ لهو	razvlecheniye
забавный	سرگرم کننده	zabavnyy
ань	یک (حرف تعریف نامعین)	an
ан	یک (حرف تعریف نامعین)	an
анаэробный	ناهوازی	anaerobnyy
наркоз	داروی بیهوشی	narkoz
анестезия	داروی بیهوشی	anesteziya
анальный	کونی؛ مقعدی	analnyy
аналогичный	قابل قیاس	analagichnyy
аналогия	قیاس	analogiya
исследование	حل؛ تجزیه	issledavaniye
анализ	حل؛ تجزیه	analiz
аналитик	تحلیلگر	analitik
аналитический	تحلیلی	analiticheskiy
анализировать	تجزیه کردن؛ تحلیل کردن	analizirovat
анархист	آشوب طلب؛ هرج و مآرج طلب	anarkhist
анархистка	آشوب طلب؛ هرج و مآرج طلب	anarkhistka
анархия	بی قانونی؛ بی نظمی	anarkhiya
безвластие	بی قانونی؛ بی نظمی	bezvlastiye
анатомический	تشریحی	anatomicheskiy
анатомия	استخوانبندی؛ کالبد شناسی	anatomiya
анатомирование	استخوانبندی؛ کالبد شناسی	anatamiravaniye
предок	جد	predak
пращур	جد	prashchur
родовой	نسبی؛ اجدادی	radavoy
родословная	اصل ونسب	rodoslovnaya
происхождение	اصل ونسب	proiskhozhdeniye
якорь	لنگر	yakar
анкер	لنگر	anker
старый	باستانی	staryy
древний	باستانی	drevniy
и	و	i
анекдот	ضرب المثل؛ قصه کوتاه	anekdot
историйка	ضرب المثل؛ قصه کوتاه	istoriyka
ангел	فرشته	angel
ангельский	ملکی؛ فرشتهی	angelskiy
гнев	غضب؛ خشم	gnev
злоба	غضب؛ خشم	zloba
угол	گوشه؛ زاویه	ugal
ракурс	گوشه؛ زاویه	rakurs
злой	عصبانی	zloy
сердитый	عصبانی	serdityy
тоска	تاب و تب	taska
пытка	تاب و تب	pytka
угловой	زاویهی؛ گوشه دار	uglavoy
угловатый	زاویهی؛ گوشه دار	uglavatyy
животное	حیوان	zhivotnaye
животный	حیوان	zhivotnyy
оживить	جان دار؛ روح دادن	azhivit
оживлять	جان دار؛ روح دادن	azhivlyat
подъём	پویانمایی	padyom
увлечение	پویانمایی	uvlecheniye
вражда	کینه؛ دشمنی	vrazhda
враждебность	کینه؛ دشمنی	vrazhdebnast
щиколотка	مچ پا	shchikalatka
лодыжка	مچ پا	ladyzhka
летопись	اخبار سال؛ وقیع سالیانه	letapis
анналы	اخبار سال؛ وقیع سالیانه	annaly
пристройка	ضمیمه کردن؛ ضمیمه سازی	pristroyka
присоединить	ضمیمه کردن؛ ضمیمه سازی	prisayedinit
аннексия	الحاق؛ ضم	anneksiya
уничтожить	نابود کردن؛ کن فیکون کردن	unichtozhit
юбилей	سالروز؛ سالگرد	yubiley
годовщина	سالروز؛ سالگرد	gadavshchina
заявить	اعلامداشتن؛ اعلام کردن	zayavit
объявить	اعلامداشتن؛ اعلام کردن	abyavit
анонс	اعلام؛ آگهی	anons
достать	رنجاندن؛ آزردن	dastat
доставать	رنجاندن؛ آزردن	dastavat
неприятность	رنجش؛ دلخوری	nepriyatnast
досада	رنجش؛ دلخوری	dasada
неприятный	رنجاننده؛ سرخوری	nepriyatnyy
обидный	رنجاننده؛ سرخوری	abidnyy
ежегодник	سالانه؛ سالیانه	yezhegodnik
летник	سالانه؛ سالیانه	letnik
ежегодно	سالانه	yezhegodna
аннулирование	نسخ؛ ابطال	annuliravaniye
анод	آنود؛ قطب مثبت	anod
анодный	آنود؛ قطب مثبت	anodnyy
помазанник	مسح شدن	pomazannik
