مقبول	پذیرفتنی؛ موجه	maghbul
مرض	پذیرفتنی؛ موجه	maraz
القبول	پذیرش	al-ghabul
التلبية	پذیرش	al-talbia
المدخل	دسترسی؛ دستیابی	al-madkhal
الوصول	دسترسی؛ دستیابی	al-vosul
ممكن الوصول إليه	قابل دسترس	momken alvosul eliye
منفتح	قابل دسترس	monfateh
التّبوّء	جلوس؛ جلوس کردن	al-tabvv
الإضافة	جلوس؛ جلوس کردن	al-ezafa
الإكسسوار	هم دست	al-ekssavar
ثانوي	هم دست	sanavi
الحادث	تصادف	al-hades
إصابة	تصادف	esaba
عرضي	عرضی؛ تصادفی	arzi
بصورة غير متعمّدة	تصادفی	besurat gheyr matamda
مصادفة	تصادفی	masadfa
التّهليل	احسنت	al-tahlil
الترحيب	احسنت	al-tarhib
استوعب	جا دادن	astuab
آوى	جا دادن	avy
الموسيقى الثانوية	دم گیری	al-musighi alsanvia
تلازم	دم گیری	talazam
صاحب	توام کردن؛ بدرقه کردن	saheb
رافق	توام کردن؛ بدرقه کردن	rafegh
الشّريك المساهم في تنفيذ عملية شرّيرة	دستیار؛ همداستان	al-sharik almasaham fi tanfiz amlit sharrira
أنجز	انجام دادن	anjaz
قضى	انجام دادن	ghazi
الإنجاز	دستاورد	al-enjaz
الاتّفاق	طیب خاطر	al-attafagh
الموافقة	مطابقت	al-mavafgha
وفقًا لذلك	بر این اساس	vafaghana lazlak
وفقًا ل	طبق، بر اساس	vafaghana lam
التّقرير	حساب؛ گزارش	al-taghrir
المسؤوليّة	مسئولیت‌پذیری	al-masovlyya
مسئول	مسئول	masul
المحاسب	حسابدار	al-mohaseb
المحاسبة	محاسبه؛ حسابداری	al-mahasba
عد	منتج گردیدن	ad
تراكم	انباشت کردن	tarakom
التّجميع	انباشت	al-tajmi
الدّقّة	دقت	al-dagha
دقيق	دقیق؛ راستین	daghigh
بدقّة	با دقت	bedagha
الاتّهام	اتهام	al-etteham
اتّهم	متهم کردن؛ تهمت زدن	attaham
عوّد	عادی کردن؛ خو دادن	avvad
الآس	کلمات میید	al-as
حقّق	دست یافتن	haghagh
الحمض	اسید؛ اسیدی	al-hamz
أقرّ	اقرار کردن	aghrr
اعتراف	اقرار؛ شهادت نامه	eteraf
إقرار	اقرار؛ شهادت نامه	eghrar
القمّة	نقطه کمال	al-ghama
حبّ الشّباب	جوش؛ غرور جوانی	habb alshabab
المعرفة	معرفت؛ آشنا	al-maarafa
استكشف	بلد؛ شناسا	astakashaf
احصل	اندوختن	ahsal
الاكتساب	اکتساب	al-ektesab
حكم البراءة	تبرئه؛ برائت ذمه	hokm albara
الفدّان	جریب	al-faddan
لاذع	تند؛ گس	laze
عرضًا	از عرض، سراسر	arazana
العمل	عمل کردن، نقش بازی کردن	al-amal
نشّط	فعال کردن	nashat
التّنشيط	فعال‌سازی	al-tanshit
الصّيغة المعلوم	فعال	al-sighat almalum
بنشاط	فعالانه	beneshat
النّاشط	کنشگر	al-nasht
النّشاط	فعالیت	al-nashat
الممثّل	بازیگر (مرد)	al-momassal
الممثّلة	بازیگر (زن)	al-mamassala
فعليّ	حالی	falyy
في الحقيقة	در واقع	fi alhaghigha
علاج بالإبر	سوزن درمانی؛ طب سوزنی	alaj balebr
حادّ	حاد	hadd
قاسي	حاد	ghasi
بشدّة	بحدت	beshadda
الحدّة	ذکاوت	al-hadda
الإعلان	بلد؛ ضال	al-elan
عنيد	یکدنده	anid
كيّف	تطبیق دادن	kayyaf
التّحويل	انطباق	al-tahvil
أضف	اضافه کردن	azf
الأفعى	افزیشگر؛ مار جعفری	al-afi
جعل مدمنًا	معتاد؛ افیونی	jal madamanana
الإدمان	اعتیاد	al-edeman
إضافيّ	اضافی	ezafyy
بالإضافة لذلك	علاوه بر این	balezaft lazlak
العنوان	آدرس	al-onvan
الخبير	مرد زبردست	al-khabir
كافي	کافی	kafi
على نحو كافي	به اندازه کافی	ali nahv kafi
التصق	پایبند بودن	al-tasgh
تماسك	پایبند بودن	tamasak
التزام	تبعیت؛ ملازمت	eltezam
الإلتصاق	تبعیت؛ ملازمت	al-eltasagh
التصاق	دوسیدگی؛ کشش سطحی	eltesagh
التحام	دوسیدگی؛ کشش سطحی	al-taham
الصّمغ	چسبناک؛ چسبنده	al-samgh
دبق	چسبناک؛ چسبنده	dabgh
مجاور	مجاور	mojaver
محاذي	مجاور	mohazi
الصّفة	صفت	al-safa
النعت	صفت	al-naat
الجوار	مجاور	al-jvar
المحاذاة	مجاور	al-mahaza
يُلحق	صفت فرعی	yolhagh
يُضيف	صفت فرعی	yozif
ضبط	تنظیم کردن	zabt
التّعديل	تنظیم	al-tadil
التضبيط	تنظیم	al-tazbit
الضّابط الإداريّ	آجودان	al-zabat aledaryy
أدر	اداره کردن	adr
يدبر	اداره کردن	yadabar
الإدارة	مدیریت؛ دولت	al-edara
إداريّ	اداری	edaryy
المدير	مدیر	al-modir
جدير بالإعجاب	هژیر؛ پسندیده	jadir balejab
قائد البحريّة	دریاسالار؛ دریابیگی	ghaed albahryya
أمير البحر	دریاسالار؛ دریابیگی	amir albahr
قوّات البحريّة	دریاسالاری	ghavvat albahryya
الإعجاب	پسند؛ تحسین	al-ejab
أعجبت	پسندیدن؛ تحسین کردن	ajabat
المعجب	ستینده؛ تحسینکننده	al-majab
الاعتراف	پذیرش	al-eteraf
اعترف	پذیرفته	etaraf
باعتراف الجميع	معترفا	bataraf aljami
عاتب	پند دادن	ateb
تحذيري	عبرتانگیز	tahziri
المراهقة	بلوغ	al-marahgha
المراهق	نوجوان	al-marahegh
تبنّ	اتخاذ کردن؛ فرا گرفتن	tabann
التّبنّي	فرزندخواندگی	al-tabnni
جذّاب	قابل پرستش	jazzab
العشق	پرستش؛ عشق ورزی	al-eshgh
اعشق	پرستیدن	eshagh
زيّنّ	آراستن؛ پیراستن	zayyann
التّزيين	آریش دهنده	al-tazin
الزّينة	زینت؛ تراز	al-zina
تزيين	زینت؛ تراز	tazin
على غير هدي	غوطه ورروی آب مج	ali gheyr hoda
بارع	زبر دست	bare
البالغ	بزرگسال	al-balegh
التّقدّم	پیشروی؛ راقی	al-taghddam
الميزة	مزیت	al-mayza
مفيد	نافع؛ باصرفه	mofid
الحلول	ظهور	al-holul
المغامرة	ماجراجویی	al-maghamra
المغامر	ماجراجو؛ حادثه جو	al-maghamer
مغامر	ماجراجو؛ پرماجرا	maghamer
العدوّ	هم آورد؛ هم نبرد	al-advv
معادي	نامطلوب	maadi
المحنة	نکبت؛ ضرا	al-mahna
أعلن	تبلیغ کردن	alan
النّصيحة	نصیحت، مشاوره	al-nasiha
مستحسن	مقتضی؛ مصلحتآمیز	mostahsan
انصح	اعلامیه؛ تجویز	ansah
المستشار	رهنمون؛ ناصح	al-mostashar
استشاريّ	مشورتی؛ نصیحتی	astasharyy
الدّفاع	طرفداری	al-dafa
المؤيّد	حمایت کردن، حامی	al-mooyad
الهوائيّ	هویی	al-havai
جماليّ	زیبایی شناختی	jamalyy
اجتماعيّ	خوش خلق؛ خوش برخورد	ajtamayy
الشّأن	امر؛ مصلحت	al-shan
أثّر	تأثیر گذاشتن	assar
التّكلّف	تصنع	al-takllaf
المحبّة	محبت	al-mohabba
حنون	مهربان؛ عاطف	honun
تعهّد	آشکارا گفتن؛ بحق دانستن	taahhod
التّأكيد	یجاب	al-takid
موافقة	مبت؛ تصدیقآمیز	mavafgha
ابتلى	مستمند؛ رنجه	abtali
الألم	مصیبت؛ مشقت	al-alam
تحمّل	استطاعت داشتن؛ از عهده برآمدن	tahammol
متاح	مقرون به صرفه	matah
الإهانة	روبرو دشنام دادن	al-ehana
الأفغانيّ	افغان	al-afghanyy
مشتعلاً	مشتعل	moshtaelan
طافيًا	در حرکت	tafyana
المذكورون	مذکور	al-mazkurun
خائف	ترسیده	khaef
إفريقيا	افریقا؛ آفریقا	efrighia
الإفريقيّ	آفریقیی؛ افریقیی	al-efrighyy
فيما بعد	بعد از	fima bad
الذّكرى	پس تاب؛ پس فروزش	al-zakri
الآخرة	عقبی؛ آخرت	al-akhara
النّتيجة	پیامد	al-natija
بعد الظّهر	بعدازظهر	bad alzzahr
بعد ذلك	سپس؛ بعدا	bad zalek
ثانيةً	دوباره	sanitan
ضدّ	علیه	zedde
العقيق	عقیق	al-aghigh
العمر	سن	al-omr
الوكالة	بنگاه؛ وکالت	al-vakala
جدول الأعمال	برنامه عملیات	jadval alamal
الوكيل	مامور؛ عامل	al-vakil
صعّد	مشدد	saad
التّصعيد	تشدید	al-tasid
المجموع	متراکم ساختن؛ جمع شده	al-majmu
العنف	پرخاشگری	al-onf
عدوانيّ	پرتکاپو؛ تجاوزی	advanyy
المعتدٍ	متجاوز؛ مهاجم	al-mataden
مذهول	وحشت زده	mazhul
رشيق	سریعالانتقال	rashigh
الرّشاقة	سبکبالی	al-rashagha
طالب	آشفته؛ متلاطم	taleb
الانفعال	تلاطم؛ آشفتگی	al-enfeal
المشاغب	آشوبگر	al-mashagheb
منذ	پیش از این	manz
مُناضَلة	سوزناک؛ رنجآور	monazala
الكَرْب	رنج؛ سکرات مرگ	al-karb
اتّفق	موافق بودن	attafgh
مناسب	سازگار؛ دلجو	monaseb
الاتّفاقيّة	قرار؛ توافق	al-attafaghyya
زراعيّ	کشاورزی	zarayy
الزّراعة	کشاورزی	al-zaraa
الحمّى	تب و لرز	al-hami
آه	آه	ah
في المقدّمة	جلو؛ روبجلو	fi almaghaddama
المعونة	یار؛ مدد	al-mauna
المساعد	دستیار	al-mosaed
المساعدات	ایدز	al-mosaedat
المرض	ضعیفالبنیه	al-maraz
الهدف	نشان؛ کام	al-hadaf
بلا هدف	بی هدف؛ بی مقصد	bala hadaf
الهواء	هوا	al-hava
الطّائرة	طیاره؛ هواپیمیی	al-taera
شركة الطّيران	خط هواپیمایی	sharkat alttiran
المطار	فرودگاه	al-matar
متجدّد الهواء	هوا مانند؛ با روح	motejadded alhava
الممرّ	راه رو	al-mamarr
ألاباما	آلاباما	alabama
الفزع	آژیر؛ اعلان خطر	al-faz
للأسف	افسوس؛ وه	lalasf
ألباني	آلبانی	albani
ولو	اگرچه	valo
الألبوم	آلبوم	al-album
الزّلال	آلبومین	al-zalal
الكحول	الکل	al-kohul
المدمن	الکلی؛ شرابخور	al-modeman
الألدر	توسه؛ توسکا	al-aldar
الإنذار	هشدار دادن، هوشیار	al-enzar
اليقظة	هشیاری؛ بیداری	al-yaghaza
الجبر	جبر؛ جبر و مقابله	al-jabr
الأجنبيّ	بیگانه	al-ajnabyy
اصطفّ	همسو کردن	astff
التّرتيب	همسویی	al-tartib
على حدّ سواء	مشابه	ali hadde sava
غذائيّ	رزقی	ghazai
النّفقة	خرجی؛ نفقه	al-nafgha
حيّ	زنده	hayy
الكلّ	همه	al-koll
الادّعاء	ادعا	al-eddea
ادّع	ادعا کردن	adda
ظاهريًّا	ظاهراً	zaharyantashdida
الرّمز	مجاز؛ کنیه	al-ramz
مقطوعة شديدة السّرعة	نشاط انگیز	maghtuat shadidat alssara
أعجل	نشاط انگیز	ajal
التّسكين	تسکین	al-tasakin
الزّقاق	کوچه؛ خیابان کوچک	al-zaghagh
التّحالف	اتحاد	al-tahalf
خصّص	اختصاص دادن	khassas
الحصّة	تخصیص	al-hassa
اسمح	اجازه دادن	asmah
العلاوة	سهمیه، کمک هزینه	al-alava
حسنًا	بسیار خوب، همه چیز درست	hasanana
بخير	بسیار خوب، همه چیز درست	bekheyr
يلمح	اشارهکردن؛ تلمیح کردن	yalamah
التّلميح	اشاره؛ کنیه	al-talmih
رسوبيّ	آبرفتی	rasubyy
الحليف	متحد	al-halif
التّقويم	سالنما	al-taghuyam
اللّوز	بادام؛ آلموند	al-lvz
الصّدقات	زکات؛ ذکات	al-sadghat
عاليًا	در نوک؛ در فوق	alyana
وحيدًا	تنها	vahidana
إلى الأمام	در امتداد	eli alamam
جانبيًّا	در کنار	janabyantashdida
بعيدًا	کناره گیر	beeyadana
الألفا	ستاره اول	al-alfa
الألفباء	الفبا	al-alfba
بالفعل	قبلا	belfel
أيضًا	همچنین	ayzana
المذبح	مبح؛ محراب	al-mazbah
المذابح	مذابح	al-mazabeh
تغيّر	دگرگون کردن؛ دگرگون شدن	taghyyor
التّغيير	دگرش	al-taghir
المشاجرة	مجادله	al-mashajra
تناوب	متناوب کردن؛ تناوب کردن	tanavob
بالتّناوب	غبا	balttanavb
التّناوب	تناوب؛ یک درمیانی	al-tanavb
البديل	جایگزین	al-badil
كبديل	بنوبت؛ متناوبا	kabdil
بالرّغم من أنّ	اگرچه	balrragham man ann
كلّيًّا	کلاً	kallyantashdida
الخرّيج	زاغ؛ زاج	al-kharrij
الألومنيوم	آلومینیوم	al-alumanyom
دائمًا	همیشه	daemana
المزيج	ملقمه	al-mazij
كدّس	توده کردن	kaddas
الهاوٍ	آماتور	al-haven
أذهل	متعجب؛ متحیر	azhal
الذّهول	حیرت؛ بهت	al-zahul
رائع	شگفت‌انگیز	rae
السّفير	سفیر	al-safir
الكهرمان	شاهبوی؛ کهربا	al-kahreman
اللّبس	ابهام	al-labs
ملتبس	مبهم	moltabes
الطّموح	جاه طلبی	al-tamuh
طموح	نامجو؛ بلند همت	tomuh
سيّارة الإسعاف	آمبولانس	sayyarat alesaf
الكمين	کمین؛ کمینگاه	al-kamin
آمين	آمین	amin
حسّن	اصلاح کردن	hassan
أمريكا	آمریکا	amrika
الأمريكيّ	آمریکایی	al-amrikyy
حجر أميثِست	در بنفش؛ در کوهی بنفش	hajar amisest
وسط	در میان	vasat
النّشادر	آمونیاک	al-nashadar
العفو العامّ	عفو؛ عفو عمومی کردن	al-afv alam
بين	در میان	beyn
غراميّ	عاشقانه	gharamyy
الكمّيّة	مقدار	al-kamyya
ابتر	قطع اندام کردن	abtar
سلّ	سرگرم کردن؛ تفریح دادن	sall
المتعة	تفریح؛ لهو	al-mata
التّسلية	سرگرم کننده	al-taslia
لا هوائيّ	ناهوازی	la havai
التّخدير	داروی بیهوشی	al-takhdir
شرجيّ	کونی؛ مقعدی	sharjyy
متشابه	قابل قیاس	moteshabeh
المقارنة	قیاس	al-magharna
التّحليل	حل؛ تجزیه	al-tahlil
المحلّل	تحلیلگر	al-mohallel
تحليليّ	تحلیلی	tahlilyy
حلّل	تجزیه کردن؛ تحلیل کردن	hallal
الفوضويّ	آشوب طلب؛ هرج و مآرج طلب	al-fuzyy
الفوضويّة	بی قانونی؛ بی نظمی	al-fuzyya
تشريحيّ	تشریحی	tashrihyy
التّشريح	استخوانبندی؛ کالبد شناسی	al-tashrih
الجدّ	جد	al-jadd
سلفيّ	نسبی؛ اجدادی	salfyy
الأصل	اصل ونسب	al-asl
المرساة	لنگر	al-marsa
قديم	باستانی	ghadim
و	و	va
النّادرة	ضرب المثل؛ قصه کوتاه	al-nadra
الملاك	فرشته	al-melak
ملائكيّ	ملکی؛ فرشتهی	malaekyy
الغضب	غضب؛ خشم	al-ghazab
الزّاوية	گوشه؛ زاویه	al-zavia
غاضب	عصبانی	ghazeb
العذاب	تاب و تب	al-azab
بارز العظام	زاویهی؛ گوشه دار	barez alazam
الحيوان	حیوان	al-heyvan
يُحيي	جان دار؛ روح دادن	yohi
الرّسوم المتحرّكة	پویانمایی	al-rasum almatahrraka
الكراهية	کینه؛ دشمنی	al-karahia
الكاحل	مچ پا	al-kahel
السّجلّات	اخبار سال؛ وقیع سالیانه	al-sajllat
الملحق	ضمیمه کردن؛ ضمیمه سازی	al-molhagh
الضّمّ	الحاق؛ ضم	al-zam
اهلك	نابود کردن؛ کن فیکون کردن	ahlak
العيد	سالروز؛ سالگرد	al-id
ضايق	رنجاندن؛ آزردن	zayegh
الضّيق	رنجش؛ دلخوری	al-zigh
مزعج	رنجاننده؛ سرخوری	mazaj
النّبات الحوليّ	سالانه؛ سالیانه	al-nabat alhulyy
سنويًّا	سالانه	sanyantashdida
قطب الموجب	آنود؛ قطب مثبت	ghotb almojeb
دهن	مسح شدن	dahan
مجهول الاسم	ناشناس	majhul alasam
آخر	دیگری	akhar
الإجابة	پاسخ، پاسخ دادن	al-ejaba
النّملة	مورچه	al-namla
العداء	هم آوری؛ اصل مخالف	al-ada
الخصم	هم نبرد	al-khasam
الأوّل	ماقبل	al-avval
أنثراسايت	آنتراسیت	ansrasayat
الجمرة الخبيثة	خراج؛ ینتراکس	al-jamarat alkhabisa
مضادّ	ضد	mazadd
الجسم المضادّ	پادتن	al-jasam almazadd
توقّع	پیش‌بینی کردن	tavagho
التّوقّع	پیشدستی	al-tvgha
دواء المناعة	پادزا؛ پادگن	dava almanaea
القطعة الأثريّة	عتیقه؛ عتیق	al-ghatat alasryya
العصور القديمة	کهنگی؛ دیرینگی	al-osur alghadima
المطهّر	گندزدا؛ ضدعفونی	al-motahhar
التّرياق	زهردارو؛ پادزهرابه	al-tariagh
فتحة الشّرج	نشین؛ مقعد	fathat alsharj
القلق	اضطراب	al-ghelegh
قلق	مشتاق؛ اندیشناک	ghelegh
بقلق	مشتاقانه	beghelegh
أيّ	هر؛ هر، هیچ	ayy
أي شخص	هر کسی	ay shakhs
بأيّة حال	درهرصورت؛ بهرشکل	bayyat hal
بعد الآن	دیگر	bad alan
أكثر	دیگر	aksar
أي شيئ	هر چیزی	ay sheyye
في أيّ مكان	هر جا	fi ayy makan
الأورطى	آورتا	al-avrati
بسرعة	باسرعت زیاد	besara
على حدة	جدا؛ مجزا	ali hada
الشّقّة	آپارتمان	al-shagha
لا مبالي	بی احساس	la mabali
القرد	میمون؛ بوزینه	al-ghard
الرّأس	ذروه	al-ras
اعتذر	معذرت خواستن؛ پوزش خواستن	etazr
اعتذار	عذرخواهی	etezar
السّكتة	سکته ناقص	al-sakta
الحواريّ	فرستاده؛ حواری	al-havaryy
تطبيق	اپلیکیشن	tatbigh
المعدّات	دستگاه	al-maaddat
ظاهر	پیدا؛ نمودار	zaher
فيما يبدو	ظاهرا؛ نظرا	fima yabadu
يستأنف	فرجام؛ جذابیت	yasatanf
اظهر	ظاهر شدن	azhar
مظهر	ظاهر	mazhar
هدِّئ	دلنوازی کردن؛ دلجوئی کردن	hadetashdid
التّهدئة	دلجویانه	al-tahdaea
الاسم	وجه تسمیه	al-asam
الملاحق	مضافات	al-malahegh
التهاب الزّائدة الدّوديّة	آپاندیس	eltehab alzzaedat alddvdyya
الزّائدة الدّوديّة	ضمیمه؛ آپاندیس	al-zaedat alddvdyya
الشّهيّة	اشتها	al-shahyya
فاتح للشّهيّة	خوش خوراک؛ اشتها آور	fateh lalashahyya
هلّل	تشویق کردن	hallal
التّفّاحة	سیب	al-taffaha
الجهاز	اسباب	al-jahaz
منطبق	قابل اجرا	montabegh
المتقدّم	متقاضی	al-moteghaddem
الطّلب	استعمال؛ درخواست	al-talb
طبّق	درخواست کردن، اعمال کردن	tabbagh
عيّن	منصوب کردن	eayyan
الموعد	تعیین؛ انتصاب	al-moed
التّقييم	تقویم؛ تخمین	al-taghiim
قيّم	تعیین قیمت کردن	ghayyam
ملحوظ	قابل تقدیر؛ قابل ارزیابی	malhuz
قدّر	تقدیر کردن؛ تشکر کردن	ghaddar
التّقدير	قدردانی	al-taghdir
المبتدئ	شاگرد	al-mabtadi
التّدريب	شاگردی؛ تلمذ	al-tadrib
الطّريقة	مراجعهکردن؛ نزدیک شدن	al-tarigha
على نحو ملائم	به طور مناسب	ali nahv mollaam
وافق	امضاکردن؛ پسند کردن	vafegh
تقريبيّ	تقریبی؛ تخمینی	taghribyy
التّقريب	تقریب	al-taghrib
إبريل	آوریل	ebril
أب	آوریل	ab
المريلة	خرند؛ پیش بند	al-marila
الموهبة	ذوق؛ گنجیش	al-muhba
حوض السّمك	آکواریوم؛ آبزیگاه	huz alssamak
العربيّ	عربی؛ عرب	al-arbyy
العربيّة	عربی؛ زبان عربی	al-arbyya
صالح للزّراعة	مزروعی؛ قابل زرع	saleh lalazzaraa
العرب	اعراب	al-arab
بشكل متعسّف	به‌طور قراردادی	beshekl moteassef
تعسّفيّ	خودسرانه	taassafyy
التّحكيم	داوری؛ حکمیت	al-tahakim
القوس	کمان	al-ghos
أثريّ	باستانشناسی	asryy
رئيس الأساقفة	سر اسقف؛ اسقف بزرگ	rais alasaghfa
تقوّس	طاقدار	taghvvos
الأرخبيل	مجمع الجزیر؛ دریی پر جزیره	al-arkhabil
المهندس المعماريّ	معمار	al-mohandes almamaryy
معماريّ	معماری	mamaryy
الطّراز المعماريّ	معماری	al-taraz almamaryy
الأرشيف	آرشیو	al-arshif
القطب الشّماليّ	شمالی؛ قطبی	al-ghotb alshamalyy
المنطقة	منطقه	al-montaghea
الحلبة	عرصه	al-halba
كما يزعم	مسلماً	koma yazam
تجادل	بحث کردن	tajadol
النّقاش	بحث	al-naghash
مجادل	جدلی؛ استدلالی	mojadel
جافّ	خشک؛ لم یزرع	jaff
ارتفِع	بروز کردن	artafe
الطّبقة الأرستقراطيّة	نجبا؛ اشرافیت	al-tabghat alarsatagharatyya
الأرستقراطيّ	بزرگزاده؛ اشرافزاده	al-arsatagharatyy
أرستقراطيّ	اشرافی؛ اعیانی	arsatagharatyy
أركانساس	آرکانزاس	arkansas
الذّراع	بازو؛ مسلح کردن	al-zara
الأسلحة	تسلیحات	al-aslha
الكرسيّ	صندلی دسته دار	al-karsyy
الأرمينيّ	ارمنی؛ زبان ارمنی	al-arminyy
الأرمن	ارامنه	al-arman
التّسلّح	تسلیح	al-tasllah
الهدنة	متارکه جنگ؛ صلح موقت	al-hadana
الدّرع	جوشن	al-dar
مستودع الأسلحة	زراد خانه	mostavde alaslha
الإبط	بغل؛ زیر بغل	al-ebt
الجيش	ارتش	al-jiyash
عطريّ	خوشبو؛ گیاه خوشبو	atryy
حوْلَ	اطراف، حدود	havla
الإثارة	تحریص؛ شهوت آمیز	al-esara
رتّب	ترتیب دادن	rattab
الصّفّ	آرایه	al-saff
المتأخّرات	پس افت	al-moteakherat
اقبض	جلب؛ توقیف	aghbaz
صل	رسیدن	sell
الغرور	تکبر؛ نخوت	al-ghorur
متكبّر	خودکامه؛ مغرور	motekabber
السّهم	پیکان	al-saham
التّرسانة	زرادخانه؛ مهمات جنگی	al-tarsana
الفنّ	هنر	al-fann
شريانيّ	شریانی	sharianyy
