dépendance	اعتیاد	depandans
ajout	جمع؛ علاوه	azhu
addition	جمع؛ علاوه	adisuon
additionnel	اضافی	adisuonel
adresse	آدرس	adres
s'adresser à	آدرس	sadrese aaksangrav
expert	مرد زبردست	eksper
adéquat	کافی	adekwa
adhérer	پایبند بودن	adere
adhésion	تبعیت؛ ملازمت	adezuon
adhésif	چسبناک؛ چسبنده	adezif
collant	چسبناک؛ چسبنده	kolan
contigu	مجاور	kontigu
adjacent	مجاور	auasan
adjectif	صفت	auektif
... de procédure	صفت	de- prosedur
adjoindre	مجاور	auwendr
attribut	صفت فرعی	atribu
complément	صفت فرعی	konpleman
ajuster	تنظیم کردن	azhuste
ajustement	تنظیم	azhustman
arèglement	تنظیم	aregleman
aide de camp	آجودان	ed de- kan
adjudant	آجودان	auudan
administrer	اداره کردن	administre
administration	مدیریت؛ دولت	administrasuon
administratif	اداری	administratif
administrateur	مدیر	administratoer
admirable	هژیر؛ پسندیده	admirabl
amiral	دریاسالار؛ دریابیگی	amiral
amirauté	دریاسالاری	amirote
admiration	پسند؛ تحسین	admirasuon
admirer	پسندیدن؛ تحسین کردن	admire
admirateur	ستینده؛ تحسینکننده	admiratoer
admiratrice	ستینده؛ تحسینکننده	admiratris
admission	پذیرش	admisuon
admettre	پذیرفته	admetr
avouer	پذیرفته	avue
certes	معترفا	sert
admonester	پند دادن	admoneste
réprimander	پند دادن	reprimande
admonitoire	عبرتانگیز	admonitwar
adolescence	بلوغ	adolesans
adolescente	نوجوان	adolesant
adolescent	نوجوان	adolesan
adopter	اتخاذ کردن؛ فرا گرفتن	adopte
adoption	فرزندخواندگی	adopsuon
mignon	قابل پرستش	minuon
adorable	قابل پرستش	adorabl
culte	پرستش؛ عشق ورزی	kult
adoration	پرستش؛ عشق ورزی	adorasuon
adorer	پرستیدن	adore
orner	آراستن؛ پیراستن	orne
parer	آراستن؛ پیراستن	pare
à la dérive	غوطه ورروی آب مج	a la- deriv
habile	زبر دست	abil
adroit	زبر دست	adrwa
adulte	بزرگسال	adult
avance	پیشروی؛ راقی	avans
avancée	پیشروی؛ راقی	avanse
progrès	پیشروی؛ ترفیع	progre
avantage	مزیت	avantazh
avantager	مزیت	avantazhe
arrivée	ظهور	arive
Avent	ظهور	av
aventure	ماجراجویی	avantur
aventurier	ماجراجو؛ حادثه جو	avanturue
aventurière	ماجراجو؛ حادثه جو	avanturuer
aventureux	ماجراجو؛ پرماجرا	avantureu
hasardeux	ماجراجو؛ پرماجرا	azardeu
ennemi	هم آورد؛ هم نبرد	enmi
adversaire	هم آورد؛ هم نبرد	adverser
défavorable	نامطلوب	defavorabl
adverse	نامطلوب	advers
adversité	نکبت؛ ضرا	adversite
malheur	نکبت؛ ضرا	maloer
annoncer	تبلیغ کردن	anonse
publier	تبلیغ کردن	publie
annonce	آگهی	anons
publicité	تبلیغات	publisite
conseil	نصیحت، مشاوره	konseu
conseiller	مقتضی؛ مصلحتآمیز	konseue
renseigner	مقتضی؛ مصلحتآمیز	ransenue
alerte	مشورتی؛ نصیحتی	alert
bulletin d'alerte	مشورتی؛ نصیحتی	bulten dalert
barreau	طرفداری	baro
promotion	طرفداری	promosuon
avocat	حمایت کردن، حامی	avoka
avocate	حمایت کردن، حامی	avokat
aérien	هویی	aeruen
antenne	هویی	anten
esthétique	زیبایی شناختی	estetik
aimable	خوش خلق؛ خوش برخورد	emabl
affaire	امر؛ مصلحت	afer
question	امر؛ مصلحت	kestuon
affecter	تأثیر گذاشتن	afekte
influencer	تأثیر گذاشتن	enfluanse
affectation	تصنع	afektasuon
affection	محبت	afeksuon
affectueux	مهربان؛ عاطف	afektueu
affirmer	آشکارا گفتن؛ بحق دانستن	afirme
assertion	یجاب	asersuon
confirmation	یجاب	konfirmasuon
affirmatif	مبت؛ تصدیقآمیز	afirmatif
phrase affirmative	مبت؛ تصدیقآمیز	fraz afirmativ
affligé	مستمند؛ رنجه	aflizhe
détresse	مصیبت؛ مشقت	detres
affliction	مصیبت؛ مشقت	afliksuon
se permettre	استطاعت داشتن؛ از عهده برآمدن	se- permetr
offrir	استطاعت داشتن؛ از عهده برآمدن	ofrir
abordable	مقرون به صرفه	abordabl
duel	روبرو دشنام دادن	duel
rencontre	روبرو دشنام دادن	rankontr
pachto	افغان	pakto
Afghan	افغان	afgan
à flot	در حرکت	a flo
susmentionné	مذکور	susmansuone
effrayé	ترسیده	efreue
l’Afrique	افریقا؛ آفریقا	lafrik
africain	آفریقیی؛ افریقیی	afriken
Africain	آفریقیی؛ افریقیی	afriken
du fait de	بعد از	du- fe de-
derrière	بعد از	deruer
lueur persistante	پس تاب؛ پس فروزش	luoer persistant
au-delà	عقبی؛ آخرت	odela
autre monde	عقبی؛ آخرت	otr mond
regain	پیامد	regen
séquelles	پیامد	sekel
après-midi	بعدازظهر	apremidi
après	سپس؛ بعدا	apre
ensuite	سپس؛ بعدا	ansuit
encore	دوباره	ankor
de nouveau	دوباره	de- nuvo
face à	علیه	fas aaksangrav
contre	علیه	kontr
agate	عقیق	agat
génération	سن	zhenerasuon
ère	سن	er
action	بنگاه؛ وکالت	aksuon
agence	بنگاه؛ وکالت	azhans
planning	برنامه عملیات	planing
ordre du jour	برنامه عملیات	ordr du- zhur
courtier	مامور؛ عامل	kurtue
représentant	مامور؛ عامل	reprezantan
aggravé	مشدد	agrave
aggravation	تشدید	agravasuon
agrégat	متراکم ساختن؛ جمع شده	agrega
granulats	متراکم ساختن؛ جمع شده	granula
agressivité	پرخاشگری	agresivite
aggression	پرخاشگری	agresuon
agressif	پرتکاپو؛ تجاوزی	agresif
agresseur	متجاوز؛ مهاجم	agresoer
affolé	وحشت زده	afole
effaré	وحشت زده	efare
fulgurant	سریعالانتقال	fulguran
preste	سریعالانتقال	prest
agilité	سبکبالی	azhilite
agité	آشفته؛ متلاطم	azhite
agitation	تلاطم؛ آشفتگی	azhitasuon
agitateur	آشوبگر	azhitatoer
il y a	پیش از این	il i a
agonisant	سوزناک؛ رنجآور	agonizan
agonie	رنج؛ سکرات مرگ	agoni
être d'accord	موافق بودن	etr dakor
convenir	موافق بودن	konvnir
agréable	سازگار؛ دلجو	agreabl
pacte	قرار؛ توافق	pakt
accord	قرار؛ توافق	akor
agricole	کشاورزی	agrikol
agriculture	کشاورزی	agrikultur
fièvre	تب و لرز	fuevr
ah	آه	a
devant	جلو؛ روبجلو	devan
aide	یار؛ مدد	ed
aider	یار؛ مدد	ede
SIDA	ایدز	sida
faillir	ضعیفالبنیه	fauir
manquer	ضعیفالبنیه	manke
cible	نشان؛ کام	sibl
objectif	نشان؛ کام	obzhektif
aria	هوا	arua
air	هوا	er
aéronef	طیاره؛ هواپیمیی	aeronef
compagnie aérienne	خط هواپیمایی	konpani aeruen
avion	هواپیما؛ طیاره	avuon
aéroplane	هواپیما؛ طیاره	aeroplan
aéroport	فرودگاه	aeropor
aéré	هوا مانند؛ با روح	aere
léger	هوا مانند؛ با روح	lezhe
rayon	راه رو	reuon
Alabama	آلاباما	alabama
alarme	آژیر؛ اعلان خطر	alarm
réveil	آژیر؛ اعلان خطر	reveu
hélas	افسوس؛ وه	elas
Albany	آلبانی	olboeni
quoique	اگرچه	kwak
bien que	اگرچه	buen ke
album	آلبوم	albom
albumine	آلبومین	albumin
alcool	الکل	alkol
alcoolisé	الکلی؛ شرابخور	alkolize
alcoolique	الکلی؛ شرابخور	alkolik
alcoolisme	اعتیاد به الکل	alkolism
aulne	توسه؛ توسکا	oln
verne	توسه؛ توسکا	vern
vigilance	هشیاری؛ بیداری	vizhilans
algèbre	جبر؛ جبر و مقابله	alzhebr
étranger	بیگانه	etranzhe
étrangère	بیگانه	etranzher
aligner	همسو کردن	alinue
alliance	همسویی	aluans
alignement	همسویی	alinue-man
pareillement	مشابه	pareuman
pareil	مشابه	pareu
nutriment	رزقی	nutriman
pension alimentaire	خرجی؛ نفقه	pansuon alimanter
en vie	زنده	an vi
vivant	زنده	vivan
tous les	همه	tu le-
toute la	همه	tut la-
allégation	ادعا	alegasuon
prétendre	ادعا کردن	pretandr
prétendument	ظاهراً	pretanduman
allégorie	مجاز؛ کنیه	alegori
allegro	نشاط انگیز	algro
allégement	تسکین	alezhman
soulagement	تسکین	sulazhman
ruelle	کوچه؛ خیابان کوچک	ruel
lien	اتحاد	luen
allouer	اختصاص دادن	alue
allocation	تخصیص	alokasuon
laisser	اجازه دادن	lese
ça va ?	بسیار خوب، همه چیز درست	sa va
bien aller)	بسیار خوب، همه چیز درست	buenn ale
faire allusion	اشارهکردن؛ تلمیح کردن	fer aluzuon
allusion	اشاره؛ کنیه	aluzuon
alluvial	آبرفتی	aluvual
allié	متحد	alue
almanach	سالنما	almanak
amande	بادام؛ آلموند	amand
amandier	بادام؛ آلموند	amandue
presque	تقریباً	preske
aumône	زکات؛ ذکات	omon
en haut	در نوک؛ در فوق	an o
en l'air	در نوک؛ در فوق	an ler
seul	تنها	soel
le long de	در امتداد	le- lon de-
accompagné	در امتداد	akonpanue
côte-à-côte avec	در کنار	kotakot avek
à côté de le long de	در کنار	a kote de- le- lon de-
résevé	کناره گیر	rezve
distant	کناره گیر	distan
alpha	ستاره اول	alfa
déjà	قبلا	dezha
à la fin	قبلا	a la- fen
d'accord	صحیح است	dakor
très bien	صحیح است	tre buen
aussi	همچنین	osi
également	همچنین	egalman
autel	مبح؛ محراب	otel
castrer	دگرگون کردن؛ دگرگون شدن	kastre
changer	دگرگون کردن؛ دگرگون شدن	shanzhe
changement	دگرش	shanzhman
modification	دگرش	modifikasuon
dispute	مجادله	disput
altercation	مجادله	alterkasuon
alternatif	متناوب کردن؛ تناوب کردن	alternatif
alternative	متناوب کردن؛ تناوب کردن	alternativ
alternation	تناوب؛ یک درمیانی	alternasuon
choix	جایگزین	shwa
possibilité	جایگزین	posibilite
au lieu de	بنوبت؛ متناوبا	o lueu de-
complètement	کلاً	konpletman
en même temps	کلاً	an mem tan
alun	زاغ؛ زاج	alun
aluminium	آلومینیوم	aluminuom
toujours	همیشه	tuzhur
amalgame	ملقمه	amalgam
amasser	توده کردن	amase
amateuse	آماتور	amateuz
amateur	آماتور	amatoer
stupéfié	متعجب؛ متحیر	stupefue
abasourdi	متعجب؛ متحیر	abazurdi
stupeur	حیرت؛ بهت	stupoer
stupéfaction	حیرت؛ بهت	stupefaksuon
étonnant	شگفت‌انگیز	etonan
ambassadeur	سفیر	anbasadoer
ambassadrice	سفیر	anbasadris
ambré	شاهبوی؛ کهربا	anbre
ambre	شاهبوی؛ کهربا	anbr
ambiguïté	ابهام	anbiguite
ambigu	مبهم	anbigu
aspiration	جاه طلبی	aspirasuon
ambitieux	نامجو؛ بلند همت	anbisueu
ambulance	آمبولانس	anbulans
embuscade	کمین؛ کمینگاه	anbuskad
amen	آمین	amen
amender	اصلاح کردن	amande
amendement	اصلاحیه	amandman
Amérique	آمریکا	amerik
américain	آمریکایی	ameriken
états-unien	آمریکایی	etazunuen
améthyste	در بنفش؛ در کوهی بنفش	ameuthist
entre	در میان	antr
parmi	در میان	parmi
au milieu de	در لابلی	o milueu de-
ammoniaque	آمونیاک	amonuak
amnistie	عفو؛ عفو عمومی کردن	amnisti
amnistier	عفو؛ عفو عمومی کردن	amnistue
amoureux	عاشقانه	amureu
quantité	مقدار	kwantite
montant	مقدار	montan
amputer	قطع اندام کردن	anpute
amuser	سرگرم کردن؛ تفریح دادن	amuze
divertissement	تفریح؛ لهو	divertisman
amusement	تفریح؛ لهو	amuzman
amusant	سرگرم کننده	amuzan
amusante	سرگرم کننده	amuzant
anaerobique	ناهوازی	anaerobik
anesthésie	داروی بیهوشی	anestezi
anœsthésie	داروی بیهوشی	aneustheusi
anale	کونی؛ مقعدی	anal
anal	کونی؛ مقعدی	anal
analogue	قابل قیاس	analog
analogie	قیاس	analozhi
analyse	حل؛ تجزیه	analiz
analyste	تحلیلگر	analist
psychanalyste	تحلیلگر	psikanalist
analytique	تحلیلی	analitik
analyser	تجزیه کردن؛ تحلیل کردن	analize
anarchiste	آشوب طلب؛ هرج و مآرج طلب	anarshist
anarchie	بی قانونی؛ بی نظمی	anarshi
anatomique	تشریحی	anatomik
anatomie	استخوانبندی؛ کالبد شناسی	anatomi
ancêtre	جد	ansetr
héréditaire	نسبی؛ اجدادی	erediter
ancestral	نسبی؛ اجدادی	ansestral
ascendance	اصل ونسب	asandans
ancre	لنگر	ankr
ancrer	لنگر	ankre
ancien	باستانی	ansuen
antique	باستانی	antik
et	و	e
et puis	و	e pui
anecdote	ضرب المثل؛ قصه کوتاه	anekdot
ange	فرشته	anzh
angélique	ملکی؛ فرشتهی	anzhelik
ire	غضب؛ خشم	ir
rage	غضب؛ خشم	razh
point de vue	گوشه؛ زاویه	pwen de- vu
angle	گوشه؛ زاویه	angl
fâché	عصبانی	fashe
fâchée	عصبانی	fashe
croix	تاب و تب	krwa
calvaire	تاب و تب	kalver
angulaire	زاویهی؛ گوشه دار	anguler
anguleux	زاویهی؛ گوشه دار	anguleu
bête	حیوان	bet
animal	حیوان	animal
réanimer	جان دار؛ روح دادن	reanime
animation	پویانمایی	animasuon
animosité	کینه؛ دشمنی	animozite
cheville	مچ پا	shevil
annales	اخبار سال؛ وقیع سالیانه	anal
annexe	ضمیمه کردن؛ ضمیمه سازی	aneks
annexer	ضمیمه کردن؛ ضمیمه سازی	anekse
annexion	الحاق؛ ضم	aneksuon
anéantir	نابود کردن؛ کن فیکون کردن	aneantir
annihiler	نابود کردن؛ کن فیکون کردن	anuile
anniversaire	سالروز؛ سالگرد	aniverser
anniversaire de mariage	سالروز؛ سالگرد	aniverser de- maruazh
gêner	رنجاندن؛ آزردن	zhene
agacer	رنجاندن؛ آزردن	agase
ennui	رنجش؛ دلخوری	annui
nuisance	رنجش؛ دلخوری	nuizans
agaçant	رنجاننده؛ سرخوری	agasan
ennuyeux	رنجاننده؛ سرخوری	annuiueu
annuel	سالانه؛ سالیانه	anuel
annuellement	سالانه	anuelman
annullation	نسخ؛ ابطال	anulasuon
nullification	نسخ؛ ابطال	nulifikasuon
anode	آنود؛ قطب مثبت	anod
oindre	مسح شدن	wendr
étaler	مسح شدن	etale
anonyme	ناشناس	anonim
plus	دیگری	plu
un de plus	دیگری	un de- plu
réponse	پاسخ، پاسخ دادن	repons
répondre	پاسخ، پاسخ دادن	repondr
fourmi	مورچه	furmi
antagonisme	هم آوری؛ اصل مخالف	antagonism
ascendant	ماقبل	asandan
antécédent	ماقبل	antesedan
anthracite	آنتراسیت	anthrasaut
charbon	خراج؛ ینتراکس	sharbon
anti-	ضد	anti
anticorps	پادتن	antikor
prévoir	پیش‌بینی کردن	prevwar
anticiper	پیش‌بینی کردن	antisipe
attente	پیشدستی	atant
espérance	پیشدستی	esperans
antigène	پادزا؛ پادگن	antizhen
démodé	عتیقه؛ عتیق	demode
vieilli	عتیقه؛ عتیق	vueui
Antiquité	کهنگی؛ دیرینگی	antikite
antiquité	کهنگی؛ دیرینگی	antikite
antiseptique	گندزدا؛ ضدعفونی	antiseptik
antitoxine	زهردارو؛ پادزهرابه	antitoksin
trou de cul	نشین؛ مقعد	tru de- ku
trou du cul	نشین؛ مقعد	tru du- ku
anxiété	اضطراب	anksuete
inquiétude	اضطراب	enkuetud
anxieux	مشتاق؛ اندیشناک	anksueu
désireux	مشتاق؛ اندیشناک	dezireu
anxieusement	مشتاقانه	anksueuzman
quelconque	هر؛ هر، هیچ	kelkonk
n'importe quel	هر؛ هر، هیچ	nenport kel
quelqu'un	هر کسی	kelkun
quelqu'une	هر کسی	kelkun
de toute manière	درهرصورت؛ بهرشکل	de- tut manuer
davantage	دیگر	davantazh
ne plus	دیگر	ne- plu
n'importe qui	هر کسی	nenport ki
n’importe quoi	هر چیزی	nenport kwa
quoi qu'il en soit	به هر حال	kwa kil an swa
quand même	به هر حال	kan mem
n'importe où	هر جا	nenport u
où que ce soit	هر جا	u ke se- swa
aorte	آورتا	aort
rapidement	باسرعت زیاد	rapidman
to proceed apace: aller bon train	باسرعت زیاد	tuproesihr apas ale bon tren
séparé	جدا؛ مجزا	separe
séparément	جدا؛ مجزا	separeman
appartements	آپارتمان	aparteman
appartement	آپارتمان	aparteman
indifférent	بی احساس	endiferan
indifférente	بی احساس	endiferant
singe	میمون؛ بوزینه	senzh
hominoïdé	میمون؛ بوزینه	ominoide
sommet	ذروه	some
apogée	ذروه	apozhe
s'excuser	معذرت خواستن؛ پوزش خواستن	sekskuze
faire l'apologie de	معذرت خواستن؛ پوزش خواستن	fer lapolozhi de-
excuse	عذرخواهی	ekskuz
apologie	عذرخواهی	apolozhi
apoplexie	سکته ناقص	apopleksi
apôtre	فرستاده؛ حواری	apotr
apôtresse	فرستاده؛ حواری	apotres
appli	اپلیکیشن	apli
appareil	دستگاه	apareu
criant	پیدا؛ نمودار	krian
criante	پیدا؛ نمودار	kriant
évidemment	ظاهرا؛ نظرا	evidaman
apparemment	ظاهرا؛ نظرا	aparaman
appel	فرجام؛ جذابیت	apel
attrait	فرجام؛ جذابیت	atre
apparaître	ظاهر شدن	aparetr
sembler	ظاهر شدن	sanble
apparition	ظاهر	aparisuon
apparence	ظاهر	aparans
apaiser	دلنوازی کردن؛ دلجوئی کردن	apeze
désignation	وجه تسمیه	dezinuasuon
appendices	مضافات	apendis
membres	مضافات	manbr
appendicite	آپاندیس	apendisit
appendice	ضمیمه؛ آپاندیس	apendis
appétit	اشتها	apeti
appétissant	خوش خوراک؛ اشتها آور	apetisan
applaudir	تشویق کردن	aplodir
louer	تشویق کردن	lue
acclamer	تمجید؛ هلهله	aklame
pomme	سیب	pom
pommier	سیب	pomue
applicable	قابل اجرا	aplikabl
candidat	متقاضی	kandida
demandeur	متقاضی	demandoer
programme	استعمال؛ درخواست	program
candidature	استعمال؛ درخواست	kandidatur
appliquer	درخواست کردن، اعمال کردن	aplike
postuler	درخواست کردن، اعمال کردن	postule
fixer	منصوب کردن	fikse
poser	منصوب کردن	poze
rendez-vous	تعیین؛ انتصاب	randevu
nomination	تعیین؛ انتصاب	nominasuon
jugement	تقویم؛ تخمین	zhuzhman
estimation	تقویم؛ تخمین	estimasuon
estimer	تعیین قیمت کردن	estime
évaluer	تعیین قیمت کردن	evalue
appréciable	قابل تقدیر؛ قابل ارزیابی	apresuabl
se rendre compte de	تقدیر کردن؛ تشکر کردن	se- randr kont de-
apprécier	تقدیر کردن؛ تشکر کردن	apresue
appreciation	قدردانی	apresuasuon
apprehension	تشویش خاطر	apreansuon
inquiet	مستشعر؛ درک کننده	enkue
soucieux	مستشعر؛ درک کننده	susueu
apprenti	شاگرد	apranti
approche	مراجعهکردن؛ نزدیک شدن	aprosh
s'approcher	مراجعهکردن؛ نزدیک شدن	saproshe
approprié	مناسب؛ مقتضی	aproprie
convenablement	به طور مناسب	konvnableman
de manière appropriée	به طور مناسب	de- manuer aproprie
approbation	موافقت؛ امضاء	aprobasuon
agrément	موافقت؛ امضاء	agreman
approuver	امضاکردن؛ پسند کردن	apruve
approximant	تقریبی؛ تخمینی	aproksiman
approximatif	تقریبی؛ تخمینی	aproksimatif
à peu près	تقریبا؛ تخمیناً	a peu pre
plus ou moins	تقریبا؛ تخمیناً	plu u mwen
rapprochement	تقریب	raproshman
approximation	تقریب	aproksimasuon
avril	آوریل	avril
tablier	خرند؛ پیش بند	tablie
aquarium	آکواریوم؛ آبزیگاه	akwaruom
arabe	عربی؛ عرب	arab
Arabe	عربی؛ عرب	arab
alphabet arabe	عربی؛ زبان عربی	alfabe arab
cultivable	مزروعی؛ قابل زرع	kultivabl
arbitrairement	به‌طور قراردادی	arbitrerman
arbitraire	خودسرانه	arbitrer
arbitrage	داوری؛ حکمیت	arbitrazh
arc de courbe	کمان	ark de- kurb
arc	کمان	ark
salle d'arcade	تیمچه	sal darkad
arcade	تیمچه	arkad
arche	طاق؛ تاق	arsh
archéologique	باستانشناسی	arkeolozhik
archevêque	سر اسقف؛ اسقف بزرگ	arshvek
archipel	مجمع الجزیر؛ دریی پر جزیره	arshipel
architecte	معمار	arshitekt
architecturer	معمار	arshitekture
architectural	معماری	arshitektural
architecture	معماری	arshitektur
archives	آرشیو	arshiv
archiver	آرشیو	arshive
arctique	شمالی؛ قطبی	artik
Arctique	شمالی؛ قطبی	artik
ardu	پر زحمت؛ صعب الصعود	ardu
